docid	audio_s	compute_s	generated	deleted
0	23.20000000000001	0.52388596534729	Schließen sprechen. zeigen wir ein Beispiel.	Also hier
0	24.00000000000001	0.4852321147918701	Hier zeigen wir ein Beispiel, wo multi-	zeigen wir ein Beispiel.
0	24.80000000000001	0.6031923294067383	"Metro-System als komplexe Extraktion von Schlussfolgerungen"" vorstellen. Ich bin Alan aus dem AI-Labor von Biden und dies ist eine gemeinsame Arbeit mit Thierry von der Universität von Texas an Austin und Weiru von SUDD. Zuerst möchte ich über unsere Motivation für das Schließen sprechen. Hier zeigen wir ein Beispiel, bei dem mehrstufiges Schließen erforderlich ist."	wo multi-
0	25.600000000000012	0.5349533557891846	bei dem mehrstufiges Schließen hilfreich ist.	"Metro-System als komplexe Extraktion von Schlussfolgerungen"" vorstellen. Ich bin Alan aus dem AI-Labor von Biden und dies ist eine gemeinsame Arbeit mit Thierry von der Universität von Texas an Austin und Weiru von SUDD. Zuerst möchte ich über unsere Motivation für das Schließen sprechen. Hier zeigen wir ein Beispiel, bei dem mehrstufiges Schließen erforderlich ist."
0	26.400000000000013	0.41617250442504883	Diese Abbildung	
0	27.200000000000014	0.4320254325866699	dem	
0	28.000000000000014	0.45519304275512695	stammt aus PELM-Paper.	dem
0	28.800000000000015	0.4149148464202881	wo dies	PELM-Paper.
0	29.600000000000016	0.6158640384674072	PELM-Paper, sie hervorragende Ergebnisse erzielen.	wo dies
0	30.400000000000016	0.4611630439758301	in dem sie Prompting zur Lösung des	sie hervorragende Ergebnisse erzielen.
0	31.200000000000017	0.5421686172485352	Metro-Problems durchführen.	
0	32.000000000000014	0.3184068202972412	Methodenproblems durchführen.	Metro-Problems durchführen.
0	32.80000000000001	0.4895968437194824	Metro-Problems in wenigen Schritten durchführen.	Methodenproblems durchführen.
0	33.60000000000001	0.5469212532043457	in wenigen kurzen Lernszenarien durchführen.	Metro-Problems in wenigen Schritten durchführen.
0	34.400000000000006	0.6869518756866455	Metro-Problems in einem Few-Shot-Lern-Szenario durchführen.	in wenigen kurzen Lernszenarien durchführen.
0	35.2	0.7855169773101807	auf dem Netz	Metro-Problems in einem Few-Shot-Lern-Szenario durchführen.
0	36.0	0.9319720268249512	Methodenproblems in einem Few-Shot-Lernszenario durchführen. NetPen-Seite	auf dem Netz
0	36.8	0.596449613571167	Auf der können wir sehen, ob	NetPen-Seite
0	37.599999999999994	0.43073582649230957	wir	können wir sehen, ob
0	38.39999999999999	0.4830923080444336	sehen wir, ob Beispiele mit	wir
0	39.19999999999999	0.5328857898712158	einige Beispiele mit nur Abstürzen geben.	Beispiele mit
0	39.999999999999986	0.4604213237762451	nur Methodenproblems in einem Few-Shot-Lernszenario durchführen. Auf der NetPen-Seite sehen wir, ob wir einige Beispiele mit nur Frage und Antwort geben.	Beispiele mit nur Abstürzen geben.
0	40.79999999999998	0.6151120662689209	Frage und Antwort Methodenproblems in einem Few-Shot-Lernszenario durchführen. Auf der NetPen-Seite sehen wir, ob wir einige Beispiele mit nur Frage und Antwort geben, möglicherweise nicht in der Lage sind	Methodenproblems in einem Few-Shot-Lernszenario durchführen. Auf der NetPen-Seite sehen wir, ob wir einige Beispiele mit nur Frage und Antwort geben.
0	41.59999999999998	0.4483046531677246	geben, nicht die	Methodenproblems in einem Few-Shot-Lernszenario durchführen. Auf der NetPen-Seite sehen wir, ob wir einige Beispiele mit nur Frage und Antwort geben, möglicherweise nicht in der Lage sind
0	42.39999999999998	0.5985708236694336	können wir möglicherweise korrekten Antworten nicht erhalten.	nicht die
0	43.199999999999974	0.5722761154174805	die Aber wenn wir	korrekten Antworten nicht erhalten.
0	43.99999999999997	0.3565700054168701		
0	44.79999999999997	0.48499584197998047	hinzufügen, diese Frage	Aber wenn wir
0	45.599999999999966	0.6306102275848389	Beschreibungen des Schließens geben, kann das Modell	hinzufügen, diese Frage
0	46.39999999999996	0.6738114356994629	weitere	Beschreibungen des Schließens geben, kann das Modell
0	47.19999999999996	0.47426271438598633	Beschreibungen des Schließens geben, kann das Modell das Schließen vorhersagen.	
0	47.99999999999996	0.5780482292175293	Beschreibung des Schließens vorhersagen.	Beschreibungen des Schließens geben, kann das Modell das Schließen vorhersagen.
0	48.799999999999955	0.5692968368530273	die Beschreibung des Schließens und auch	Beschreibung des Schließens vorhersagen.
0	49.59999999999995	0.3766167163848877	vorhersagen	und auch
0	50.39999999999995	0.5299160480499268	eine korrekte Vorhersage treffen.	
0	51.199999999999946	0.573523759841919	hier eine korrekte Vorhersage treffen.	eine korrekte Vorhersage treffen.
0	51.99999999999994	0.4894130229949951		
0	52.79999999999994	0.14919042587280273		hier eine korrekte Vorhersage treffen.
0	53.59999999999994	0.36828041076660156	Das ist gut.	
0	54.399999999999935	0.6360156536102295	gut, dies in der Präsentation zu haben.	Das ist gut.
0	55.19999999999993	0.77750563621521	mehrstufiges Schließen zu haben.	gut, dies in der Präsentation zu haben.
0	55.99999999999993	0.7325224876403809	Es ist gut, interpretierbares mehrstufiges Schließen Few-Shot-Lernszenario durchführen. Auf der NetPen-Seite sehen wir, ob wir einige Beispiele mit nur Frage und Antwort geben, können wir möglicherweise die korrekten Antworten nicht erhalten. Aber wenn wir weitere Beschreibungen des Schließens geben, kann das Modell die Beschreibung des Schließens vorhersagen und auch hier eine korrekte Vorhersage treffen. Es ist gut, interpretierbares mehrstufiges Schließen als	mehrstufiges Schließen zu haben.
0	56.799999999999926	0.41483426094055176	Ausgabe zu haben.	Few-Shot-Lernszenario durchführen. Auf der NetPen-Seite sehen wir, ob wir einige Beispiele mit nur Frage und Antwort geben, können wir möglicherweise die korrekten Antworten nicht erhalten. Aber wenn wir weitere Beschreibungen des Schließens geben, kann das Modell die Beschreibung des Schließens vorhersagen und auch hier eine korrekte Vorhersage treffen. Es ist gut, interpretierbares mehrstufiges Schließen als
0	57.59999999999992	0.5320849418640137	Und wir haben auch	
0	58.39999999999992	0.38053393363952637	denken auch	haben auch
0	59.19999999999992	0.509932279586792	Methodenproblem	auch
0	59.999999999999915	0.5431954860687256	auch, dass das stark ist.	Methodenproblem
0	60.79999999999991	0.43422651290893555	einfache Anwendung ist.	stark ist.
0	61.59999999999991	0.47550511360168457	eine einfache Anwendung korrekte Vorhersage treffen. Es ist gut, interpretierbares mehrstufiges Schließen als Ausgabe zu haben. Und wir denken auch, dass das Methodenproblem eine einfache Anwendung zur Evaluation ist.	einfache Anwendung ist.
0	62.399999999999906	0.48112964630126953	einige zu bewerten.	korrekte Vorhersage treffen. Es ist gut, interpretierbares mehrstufiges Schließen als Ausgabe zu haben. Und wir denken auch, dass das Methodenproblem eine einfache Anwendung zur Evaluation ist.
0	63.1999999999999	0.6130547523498535	ist, um Schließen als Ausgabe zu haben. Und wir denken auch, dass das Methodenproblem eine einfache Anwendung ist, um solches Schließen zu evaluieren.	einige zu bewerten.
0	63.9999999999999	0.6041102409362793	Schließens vorhersagen und auch hier eine korrekte Vorhersage treffen. Es ist gut, interpretierbares mehrstufiges Schließen als Ausgabe zu haben. Und wir denken auch, dass das Methodenproblem eine einfache Anwendung ist, um solche Schließungsfähigkeiten zu bewerten.	Schließen als Ausgabe zu haben. Und wir denken auch, dass das Methodenproblem eine einfache Anwendung ist, um solches Schließen zu evaluieren.
0	64.7999999999999	0.4817066192626953		Schließens vorhersagen und auch hier eine korrekte Vorhersage treffen. Es ist gut, interpretierbares mehrstufiges Schließen als Ausgabe zu haben. Und wir denken auch, dass das Methodenproblem eine einfache Anwendung ist, um solche Schließungsfähigkeiten zu bewerten.
0	65.5999999999999	0.1436631679534912		
0	66.39999999999989	0.14698410034179688		
0	67.19999999999989	0.44312262535095215	in unserem Problemsetup,	
0	67.99999999999989	0.3571896553039551	Also	in unserem Problemsetup,
0	68.79999999999988	0.3948802947998047	das Methodenproblem eine einfache Anwendung ist, um solche Schließungsfähigkeiten zu bewerten. Also in unserem Problemsetup, gegeben die Fragen,	
0	69.59999999999988	0.6008334159851074	müssen.	das Methodenproblem eine einfache Anwendung ist, um solche Schließungsfähigkeiten zu bewerten. Also in unserem Problemsetup, gegeben die Fragen,
0	70.39999999999988	0.46265316009521484	diese Frage lösen und	müssen.
0	71.19999999999987	0.557204008102417	müssen wir	diese Frage lösen und
0	71.99999999999987	0.5200824737548828	numerischen Wert erhalten.	
0	72.79999999999987	0.47138285636901855	Schließungsfähigkeiten zu bewerten. Also in unserem Problemsetup, gegeben die Fragen, müssen wir diese Frage lösen und numerische Antworten erhalten.	numerischen Wert erhalten.
0	73.59999999999987	0.32424497604370117		Schließungsfähigkeiten zu bewerten. Also in unserem Problemsetup, gegeben die Fragen, müssen wir diese Frage lösen und numerische Antworten erhalten.
0	74.39999999999986	0.4781527519226074	Also in unserem Problemsetup, gegeben die Fragen, müssen wir diese Frage lösen und numerische Antworten erhalten. In unseren Datensätzen,	
0	75.19999999999986	0.5951502323150635	In unseren wir diese Frage lösen und numerische Antworten erhalten. In unseren Datensätzen sind wir auch	Also in unserem Problemsetup, gegeben die Fragen, müssen wir diese Frage lösen und numerische Antworten erhalten. In unseren Datensätzen,
0	75.99999999999986	0.6280138492584229	Datensätzen Methodenproblem eine einfache Anwendung ist, um solche Schließungsfähigkeiten zu bewerten. Also in unserem Problemsetup, gegeben die Fragen, müssen wir diese Frage lösen und numerische Antworten erhalten. In unseren Datensätzen wird uns auch die Methode gegeben.	wir diese Frage lösen und numerische Antworten erhalten. In unseren Datensätzen sind wir auch
0	76.79999999999986	0.6125991344451904	mathematischen Ausdruck.	Methodenproblem eine einfache Anwendung ist, um solche Schließungsfähigkeiten zu bewerten. Also in unserem Problemsetup, gegeben die Fragen, müssen wir diese Frage lösen und numerische Antworten erhalten. In unseren Datensätzen wird uns auch die Methode gegeben.
0	77.59999999999985	0.7140073776245117	Ausdruck gegeben, der	mathematischen Ausdruck.
0	78.39999999999985	0.7460205554962158	wird uns auch der mathematische	Ausdruck gegeben, der
0	79.19999999999985	0.4674499034881592	zu	
0	79.99999999999984	0.4833505153656006		
0	80.79999999999984	0.5209448337554932	Antwort führt.	
0	81.59999999999984	0.5002470016479492	dieser bestimmten Antwort führt.	Antwort führt.
0	82.39999999999984	0.15875983238220215		Antwort führt.
0	83.19999999999983	0.49671173095703125	Also gewisse Annahmen.	
0	83.99999999999983	0.5140182971954346	Annahmen	gewisse Annahmen.
0	84.79999999999983	0.5574116706848145	auch der mathematische Ausdruck gegeben, der zu dieser bestimmten Antwort führt. Also gelten bestimmte Annahmen ebenfalls.	Annahmen
0	85.59999999999982	0.6104388236999512	gelten bestimmte gegeben, der zu dieser bestimmten Antwort führt. Also gelten bestimmte Annahmen, wie zuvor.	auch der mathematische Ausdruck gegeben, der zu dieser bestimmten Antwort führt. Also gelten bestimmte Annahmen ebenfalls.
0	86.39999999999982	0.5677371025085449	gelten bestimmte Annahmen wie in früheren Arbeiten.	gegeben, der zu dieser bestimmten Antwort führt. Also gelten bestimmte Annahmen, wie zuvor.
0	87.19999999999982	0.6286118030548096	wie in früheren Arbeiten.	gelten bestimmte Annahmen wie in früheren Arbeiten.
0	87.99999999999982	0.9801440238952637	Annahmen, Wir gehen von der Präzision von Größen aus.	wie in früheren Arbeiten.
0	88.79999999999981	0.844573974609375	gelten bestimmte Annahmen, wie in früheren Arbeiten. Wir gehen davon aus, dass die Genauigkeit der Größen bekannt ist.	von der Präzision von Größen aus.
0	89.59999999999981	0.8026068210601807	davon aus, dass die Genauigkeit der Größen bekannt bekannt ist und wir nur	gelten bestimmte Annahmen, wie in früheren Arbeiten. Wir gehen davon aus, dass die Genauigkeit der Größen bekannt ist.
0	90.3999999999998	0.5547237396240234	ist und wir betrachten nur	bekannt ist und wir nur
0	91.1999999999998	0.6320648193359375	bestimmte Annahmen, wie in früheren Arbeiten. Wir gehen davon aus, dass die Genauigkeit der Größen bekannt ist und wir nur grundlegende Operationen betrachten.	betrachten nur
0	91.9999999999998	0.6654596328735352	nur grundlegende Annahmen, wie in früheren Arbeiten. Wir gehen davon aus, dass die Genauigkeit der Größen bekannt ist und wir nur grundlegende Operatoren betrachten, wie ein	bestimmte Annahmen, wie in früheren Arbeiten. Wir gehen davon aus, dass die Genauigkeit der Größen bekannt ist und wir nur grundlegende Operationen betrachten.
0	92.7999999999998	0.5971808433532715	Operatoren betrachten.	Annahmen, wie in früheren Arbeiten. Wir gehen davon aus, dass die Genauigkeit der Größen bekannt ist und wir nur grundlegende Operatoren betrachten, wie ein
0	93.5999999999998	0.796187162399292	wie Addition, Subtraktion, Subtraktion betrachten,	betrachten.
0	94.39999999999979	0.7371385097503662	Annahmen, wie in früheren Arbeiten. Wir gehen davon aus, dass die Genauigkeit der Größen bekannt ist und wir nur grundlegende Operatoren wie Addition, Subtraktion und Multiplikation betrachten.	Subtraktion, Subtraktion betrachten,
0	95.19999999999979	0.9030561447143555	Addition, Subtraktion, Multiplikation, Division und das Gleiche betrachten.	Annahmen, wie in früheren Arbeiten. Wir gehen davon aus, dass die Genauigkeit der Größen bekannt ist und wir nur grundlegende Operatoren wie Addition, Subtraktion und Multiplikation betrachten.
0	95.99999999999979	0.8695487976074219	Subtraktion, Multiplikation, Division und betrachten.	Addition, Subtraktion, Multiplikation, Division und das Gleiche betrachten.
0	96.79999999999978	0.34613680839538574	Exponentiation	betrachten.
0	97.59999999999978	0.1536719799041748		
0	98.39999999999978	0.5573482513427734	Operatoren wie Addition, Subtraktion, Multiplikation, Division und Exponentiation betrachten. Darüber hinaus komplizierte Operatoren	
0	99.19999999999978	0.5967466831207275	Darüber hinaus können komplizierte Operatoren	Operatoren wie Addition, Subtraktion, Multiplikation, Division und Exponentiation betrachten. Darüber hinaus komplizierte Operatoren
0	99.99999999999977	0.7234933376312256	tatsächlich decodiert werden.	
0	100.79999999999977	0.5967020988464355	in diese zerlegt werden.	decodiert werden.
0	101.59999999999977	0.7288143634796143	diese grundlegenden Operatoren zerlegt werden.	zerlegt werden.
0	102.39999999999976	0.6477224826812744		
0	103.19999999999976	0.45900893211364746	Also vorherige	diese grundlegenden Operatoren zerlegt werden.
0	103.99999999999976	0.547426700592041	Arbeiten in	vorherige
0	104.79999999999976	0.6223490238189697	frühere Arbeiten Methoden.	Arbeiten in
0	105.59999999999975	0.6640918254852295	im Bereich Methodenproblemlösens	Methoden.
0	106.39999999999975	0.6954467296600342	des tatsächlich in diese grundlegenden Operatoren zerlegt werden. Also frühere Arbeiten im Bereich des Methodenproblem-Lösens haben tatsächlich	Methodenproblemlösens
0	107.19999999999975	0.6301624774932861	tatsächlich in diese grundlegenden Operatoren zerlegt werden. Also frühere Arbeiten im Bereich des Methodenproblemlösens können tatsächlich	tatsächlich in diese grundlegenden Operatoren zerlegt werden. Also frühere Arbeiten im Bereich des Methodenproblem-Lösens haben tatsächlich
0	107.99999999999974	0.6559574604034424		tatsächlich in diese grundlegenden Operatoren zerlegt werden. Also frühere Arbeiten im Bereich des Methodenproblemlösens können tatsächlich
0	108.79999999999974	0.4170858860015869	in	
0	109.59999999999974	0.6632540225982666	Sequenz-zu-Sequenz	
0	110.39999999999974	1.0411832332611084	Sequenz-zu-Tremble kategorisiert werden.	
0	111.19999999999973	0.8762378692626953	Sequenz-zu-Baummodelle kategorisiert werden.	Sequenz-zu-Tremble kategorisiert werden.
0	111.99999999999973	0.617638349533081	- und	Sequenz-zu-Baummodelle kategorisiert werden.
0	112.79999999999973	0.4795982837677002	Also traditionell	
0	113.59999999999972	0.7756705284118652	Methodenproblemlösens können tatsächlich in Sequenz-zu-Sequenz - und Sequenz-zu-Baummodelle kategorisiert werden. Also traditionelle Sequenz-zu-Sequenz -	traditionell
0	114.39999999999972	0.8056416511535645	traditionelle Sequenz-zu-Baummodelle kategorisiert werden. Also traditionelle Sequenz-zu-Sequenz-Modelle.	Methodenproblemlösens können tatsächlich in Sequenz-zu-Sequenz - und Sequenz-zu-Baummodelle kategorisiert werden. Also traditionelle Sequenz-zu-Sequenz -
0	115.19999999999972	1.0262727737426758	konvertieren die Exponentiation	Sequenz-zu-Baummodelle kategorisiert werden. Also traditionelle Sequenz-zu-Sequenz-Modelle.
0	115.99999999999972	1.0549900531768799	Sequenz-zu-Sequenz-Modelle konvertieren Sequenz-zu-Baummodelle kategorisiert werden. Also traditionelle Sequenz-zu-Sequenz-Modelle konvertieren den Ausdruck in ein Subjekt.	konvertieren die Exponentiation
0	116.79999999999971	0.7098720073699951	den Ausdruck in spezifische Sequenz.	Sequenz-zu-Baummodelle kategorisiert werden. Also traditionelle Sequenz-zu-Sequenz-Modelle konvertieren den Ausdruck in ein Subjekt.
0	117.59999999999971	0.7264935970306396	eine spezifische Sequenz-zu-Sequenz - und Sequenz-zu-Baummodelle kategorisiert werden. Also traditionelle Sequenz-zu-Sequenz-Modelle konvertieren den Ausdruck in eine spezifische Sequenz für die Generierung.	spezifische Sequenz.
0	118.39999999999971	0.7187700271606445	Sequenz für die Generierung, und es ist	Sequenz-zu-Sequenz - und Sequenz-zu-Baummodelle kategorisiert werden. Also traditionelle Sequenz-zu-Sequenz-Modelle konvertieren den Ausdruck in eine spezifische Sequenz für die Generierung.
0	119.1999999999997	0.8019490242004395	ziemlich leicht vorstellbar.	
0	119.9999999999997	0.592465877532959	implementieren.	leicht vorstellbar.
0	120.7999999999997	0.7145490646362305	einfach zu implementieren, und es kann einfach	implementieren.
0	121.5999999999997	0.8271908760070801	implementieren und es kann verallgemeinert werden auf	implementieren, und es kann einfach
0	122.3999999999997	0.8141999244689941		
0	123.19999999999969	0.464397668838501	viele verschiedene	implementieren und es kann verallgemeinert werden auf
0	123.99999999999969	0.5286788940429688	verschiedene	
0	124.79999999999968	0.5815143585205078	komplizierte Probleme.	verschiedene
0	125.59999999999968	0.5750885009765625	Aber	komplizierte Probleme.
0	126.39999999999968	0.7657461166381836	komplizierte Probleme. Nachteile sind die Leistung	Aber
0	127.19999999999968	0.6453883647918701	die Nachteile der Leistung sind tatsächlich.	Nachteile sind die Leistung
0	127.99999999999967	0.6017534732818604	eigentlich Gen	tatsächlich.
0	128.79999999999967	0.5776362419128418	nicht.	Gen
0	129.59999999999968	0.6361157894134521	im Allgemeinen nicht besser als die	nicht.
0	130.3999999999997	0.6852455139160156	Strukturmodelle.	
0	131.1999999999997	0.6719021797180176	Strukturmodelle und sie sind weniger	Strukturmodelle.
0	131.99999999999972	0.7336499691009521	Generierung, und es ist ziemlich einfach zu implementieren und es kann verallgemeinert werden auf viele verschiedene komplizierte Probleme. Aber die Nachteile der Leistung sind eigentlich im Allgemeinen nicht besser als die Strukturmodelle, und es fehlt an der	Strukturmodelle und sie sind weniger
0	132.79999999999973	0.7837264537811279	und es kann verallgemeinert werden auf viele verschiedene komplizierte Probleme. Aber die Nachteile der Leistung sind eigentlich im Allgemeinen nicht besser als die Strukturmodelle und es fehlt an Interpretierbarkeit.	Generierung, und es ist ziemlich einfach zu implementieren und es kann verallgemeinert werden auf viele verschiedene komplizierte Probleme. Aber die Nachteile der Leistung sind eigentlich im Allgemeinen nicht besser als die Strukturmodelle, und es fehlt an der
0	133.59999999999974	0.9734055995941162	Strukturmodelle und es fehlt an für die Generierung, und es ist ziemlich einfach zu implementieren und es kann verallgemeinert werden auf viele verschiedene komplizierte Probleme. Aber die Nachteile der Leistung sind eigentlich im Allgemeinen nicht besser als die Strukturmodelle und es fehlt an Interpretierbarkeit für die Vorhersage.	und es kann verallgemeinert werden auf viele verschiedene komplizierte Probleme. Aber die Nachteile der Leistung sind eigentlich im Allgemeinen nicht besser als die Strukturmodelle und es fehlt an Interpretierbarkeit.
0	134.39999999999975	0.4389455318450928		für die Generierung, und es ist ziemlich einfach zu implementieren und es kann verallgemeinert werden auf viele verschiedene komplizierte Probleme. Aber die Nachteile der Leistung sind eigentlich im Allgemeinen nicht besser als die Strukturmodelle und es fehlt an Interpretierbarkeit für die Vorhersage.
0	135.19999999999976	0.5111484527587891	eigentlich	
0	135.99999999999977	0.6251473426818848	Aber eigentlich ist diese Richtung	eigentlich
0	136.79999999999978	0.7243368625640869	noch ziemlich populär.	eigentlich ist diese Richtung
0	137.5999999999998	0.6547739505767822	immer noch ziemlich beliebt, weil.	noch ziemlich populär.
0	138.3999999999998	0.5812423229217529	weil	weil.
0	139.19999999999982	0.5814337730407715		
0	139.99999999999983	0.6325829029083252	des Sequenz-zu-Baummodelle kategorisiert werden. Also traditionelle Sequenz-zu-Sequenz-Modelle konvertieren den Ausdruck in eine spezifische Sequenz für die Generierung, und es ist ziemlich einfach zu implementieren und es kann verallgemeinert werden auf viele verschiedene komplizierte Probleme. Aber die Nachteile der Leistung sind eigentlich im Allgemeinen nicht besser als die Strukturmodelle und es fehlt an Interpretierbarkeit für die Vorhersage. Aber eigentlich ist diese Richtung immer noch ziemlich beliebt, weil des Transformer-Modells.	weil
0	140.79999999999984	0.3124241828918457		Sequenz-zu-Baummodelle kategorisiert werden. Also traditionelle Sequenz-zu-Sequenz-Modelle konvertieren den Ausdruck in eine spezifische Sequenz für die Generierung, und es ist ziemlich einfach zu implementieren und es kann verallgemeinert werden auf viele verschiedene komplizierte Probleme. Aber die Nachteile der Leistung sind eigentlich im Allgemeinen nicht besser als die Strukturmodelle und es fehlt an Interpretierbarkeit für die Vorhersage. Aber eigentlich ist diese Richtung immer noch ziemlich beliebt, weil des Transformer-Modells.
0	141.59999999999985	0.15930891036987305		
0	142.39999999999986	0.5629286766052246		
0	143.19999999999987	0.7218914031982422	Also in Sequenz-zu-Sequenz-Modelle konvertieren den Ausdruck in eine spezifische Sequenz für die Generierung, und es ist ziemlich einfach zu implementieren und es kann verallgemeinert werden auf viele verschiedene komplizierte Probleme. Aber die Nachteile der Leistung sind eigentlich im Allgemeinen nicht besser als die Strukturmodelle und es fehlt an Interpretierbarkeit für die Vorhersage. Aber eigentlich ist diese Richtung immer noch ziemlich beliebt, weil des Transformer-Modells. Also in Baum-basierten Modellen.	
0	143.9999999999999	0.7097446918487549	Baum-basierten	Sequenz-zu-Sequenz-Modelle konvertieren den Ausdruck in eine spezifische Sequenz für die Generierung, und es ist ziemlich einfach zu implementieren und es kann verallgemeinert werden auf viele verschiedene komplizierte Probleme. Aber die Nachteile der Leistung sind eigentlich im Allgemeinen nicht besser als die Strukturmodelle und es fehlt an Interpretierbarkeit für die Vorhersage. Aber eigentlich ist diese Richtung immer noch ziemlich beliebt, weil des Transformer-Modells. Also in Baum-basierten Modellen.
0	144.7999999999999	0.7096710205078125	Modellen eigentlich im Allgemeinen nicht besser als die Strukturmodelle und es fehlt an Interpretierbarkeit für die Vorhersage. Aber eigentlich ist diese Richtung immer noch ziemlich beliebt, weil des Transformer-Modells. Also in Baum-basierten Modellen strukturieren wir eigentlich dies.	
0	145.5999999999999	0.7338802814483643	strukturieren wir Strukturmodelle und es fehlt an Interpretierbarkeit für die Vorhersage. Aber eigentlich ist diese Richtung immer noch ziemlich beliebt, weil des Transformer-Modells. Also in Baum-basierten Modellen strukturieren wir diese Ausdrücke tatsächlich.	eigentlich im Allgemeinen nicht besser als die Strukturmodelle und es fehlt an Interpretierbarkeit für die Vorhersage. Aber eigentlich ist diese Richtung immer noch ziemlich beliebt, weil des Transformer-Modells. Also in Baum-basierten Modellen strukturieren wir eigentlich dies.
0	146.39999999999992	0.6233725547790527	diese Ausdrücke in eine spezifische Sequenz für die Generierung, und es ist ziemlich einfach zu implementieren und es kann verallgemeinert werden auf viele verschiedene komplizierte Probleme. Aber die Nachteile der Leistung sind eigentlich im Allgemeinen nicht besser als die Strukturmodelle und es fehlt an Interpretierbarkeit für die Vorhersage. Aber eigentlich ist diese Richtung immer noch ziemlich beliebt, weil des Transformer-Modells. Also in Baum-basierten Modellen strukturieren wir diese Ausdrücke in der	Strukturmodelle und es fehlt an Interpretierbarkeit für die Vorhersage. Aber eigentlich ist diese Richtung immer noch ziemlich beliebt, weil des Transformer-Modells. Also in Baum-basierten Modellen strukturieren wir diese Ausdrücke tatsächlich.
0	147.19999999999993	0.6150169372558594		in eine spezifische Sequenz für die Generierung, und es ist ziemlich einfach zu implementieren und es kann verallgemeinert werden auf viele verschiedene komplizierte Probleme. Aber die Nachteile der Leistung sind eigentlich im Allgemeinen nicht besser als die Strukturmodelle und es fehlt an Interpretierbarkeit für die Vorhersage. Aber eigentlich ist diese Richtung immer noch ziemlich beliebt, weil des Transformer-Modells. Also in Baum-basierten Modellen strukturieren wir diese Ausdrücke in der
0	147.99999999999994	0.7482492923736572	tatsächlich in Strukturmodelle und es fehlt an Interpretierbarkeit für die Vorhersage. Aber eigentlich ist diese Richtung immer noch ziemlich beliebt, weil des Transformer-Modells. Also in Baum-basierten Modellen strukturieren wir diese Ausdrücke tatsächlich in Baumform und folgen einer Priorität.	
