docid	audio_s	compute_s	generated	deleted
0	72.71999999999993	0.4715006351470947	réponses. Mais si nous fournissons une description de raisonnement supplémentaire, le modèle est capable de prédire cette description de raisonnement et également de faire une prédiction correcte ici. Il est donc bon d'avoir un raisonnement en plusieurs étapes interprétable. Nous pensons également que le problème de méthode est une application simple pour évaluer ce type de capacités de raisonnement. Dans notre configuration de problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques.	
0	73.43999999999993	0.2826266288757324		réponses. Mais si nous fournissons une description de raisonnement supplémentaire, le modèle est capable de prédire cette description de raisonnement et également de faire une prédiction correcte ici. Il est donc bon d'avoir un raisonnement en plusieurs étapes interprétable. Nous pensons également que le problème de méthode est une application simple pour évaluer ce type de capacités de raisonnement. Dans notre configuration de problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques.
0	74.15999999999993	0.49633002281188965	notre jeu de données,	
0	74.87999999999992	0.6390137672424316	Dans ensembles de données, nous sommes	notre jeu de données,
0	75.59999999999992	0.6721036434173584	nos également que le problème de méthode est une application simple pour évaluer ce type de capacités de raisonnement. Dans notre configuration de problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques. Dans nos jeux de données, nous sommes également donnés	ensembles de données, nous sommes
0	76.31999999999992	0.7379004955291748	jeux de données, nous sommes également le problème de méthode est une application simple pour évaluer ce type de capacités de raisonnement. Dans notre configuration de problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques. Dans nos jeux de données, nous sommes également fournis avec les mathématiques	également que le problème de méthode est une application simple pour évaluer ce type de capacités de raisonnement. Dans notre configuration de problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques. Dans nos jeux de données, nous sommes également donnés
0	77.03999999999992	0.6111934185028076	fournis avec l'expression mathématique.	le problème de méthode est une application simple pour évaluer ce type de capacités de raisonnement. Dans notre configuration de problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques. Dans nos jeux de données, nous sommes également fournis avec les mathématiques
0	77.75999999999992	0.6912875175476074	l'expression mathématique, qui conduit à	mathématique.
0	78.47999999999992	0.600236177444458	mathématique, qui à	l'expression mathématique, qui conduit à
0	79.19999999999992	0.4889662265777588	mène à	à
0	79.91999999999992	0.535963773727417	cette expression particulière	à
0	80.63999999999992	0.5207521915435791	réponse particulière.	expression particulière
0	81.35999999999991	0.48373889923095703	réponse particulière.	
0	82.07999999999991	0.16438841819763184		réponse particulière.
0	82.79999999999991	0.3616654872894287		
0	83.51999999999991	0.536780595779419	hypothèses.	
0	84.23999999999991	0.5483658313751221	Certaines	hypothèses.
0	84.95999999999991	0.654548168182373	hypothèses s'appliquent également.	
0	85.67999999999991	0.7644438743591309	problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques. Dans nos jeux de données, nous sommes également fournis avec l'expression mathématique, qui mène à cette réponse particulière. Certaines hypothèses s'appliquent également, comme précédemment.	également.
0	86.3999999999999	0.6388595104217529	également, comme s'appliquent également, comme dans les travaux précédents.	problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques. Dans nos jeux de données, nous sommes également fournis avec l'expression mathématique, qui mène à cette réponse particulière. Certaines hypothèses s'appliquent également, comme précédemment.
0	87.1199999999999	0.5467240810394287	également, comme dans les travaux précédents.	s'appliquent également, comme dans les travaux précédents.
0	87.8399999999999	0.7146093845367432	les réponses numériques. Dans nos jeux de données, nous sommes également fournis avec l'expression mathématique, qui mène à cette réponse particulière. Certaines hypothèses s'appliquent également, comme dans les travaux précédents. Nous supposons la précision du quantique.	également, comme dans les travaux précédents.
0	88.5599999999999	0.7704086303710938	Nous supposons quantités est connue.	les réponses numériques. Dans nos jeux de données, nous sommes également fournis avec l'expression mathématique, qui mène à cette réponse particulière. Certaines hypothèses s'appliquent également, comme dans les travaux précédents. Nous supposons la précision du quantique.
0	89.2799999999999	0.7241244316101074	que la précision des quantités est connue et nous	quantités est connue.
0	89.9999999999999	0.614405632019043		
0	90.7199999999999	0.6004598140716553	ne considérons	connue et nous
0	91.4399999999999	0.623380184173584	numériques. Dans nos jeux de données, nous sommes également fournis avec l'expression mathématique, qui mène à cette réponse particulière. Certaines hypothèses s'appliquent également, comme dans les travaux précédents. Nous supposons que la précision des quantités est connue et nous ne considérons que les opérateurs de base.	
0	92.1599999999999	0.8526303768157959	que réponses numériques. Dans nos jeux de données, nous sommes également fournis avec l'expression mathématique, qui mène à cette réponse particulière. Certaines hypothèses s'appliquent également, comme dans les travaux précédents. Nous supposons que la précision des quantités est connue et nous ne considérons que des opérateurs de base tels que l'addition.	numériques. Dans nos jeux de données, nous sommes également fournis avec l'expression mathématique, qui mène à cette réponse particulière. Certaines hypothèses s'appliquent également, comme dans les travaux précédents. Nous supposons que la précision des quantités est connue et nous ne considérons que les opérateurs de base.
0	92.8799999999999	0.7864935398101807	des opérateurs de base tels que l'addition,	réponses numériques. Dans nos jeux de données, nous sommes également fournis avec l'expression mathématique, qui mène à cette réponse particulière. Certaines hypothèses s'appliquent également, comme dans les travaux précédents. Nous supposons que la précision des quantités est connue et nous ne considérons que des opérateurs de base tels que l'addition.
0	93.5999999999999	0.7915337085723877	soustraction, la soustraction,	
0	94.3199999999999	0.6130998134613037	la soustraction, la multiplication,	soustraction, la soustraction,
0	95.03999999999989	0.531071662902832	division.	soustraction, la multiplication,
0	95.75999999999989	0.7093746662139893	division et l'exploration.	division.
0	96.47999999999989	0.7339353561401367	multiplication, la division et l'exponentiation.	division et l'exploration.
0	97.19999999999989	0.3239119052886963		
0	97.91999999999989	0.4959108829498291	plus, peut	l'exponentiation.
0	98.63999999999989	0.6451663970947266	De plus,	plus, peut
0	99.35999999999989	0.7421951293945312	s'appliquent également, comme dans les travaux précédents. Nous supposons que la précision des quantités est connue et nous ne considérons que des opérateurs de base tels que l'addition, la soustraction, la multiplication, la division et l'exponentiation. De plus, des opérateurs complexes peuvent être attribués.	
0	100.07999999999988	0.8311281204223633	des opérateurs complexes peuvent particulière. Certaines hypothèses s'appliquent également, comme dans les travaux précédents. Nous supposons que la précision des quantités est connue et nous ne considérons que des opérateurs de base tels que l'addition, la soustraction, la multiplication, la division et l'exponentiation. De plus, des opérateurs complexes peuvent en réalité être décomposés.	s'appliquent également, comme dans les travaux précédents. Nous supposons que la précision des quantités est connue et nous ne considérons que des opérateurs de base tels que l'addition, la soustraction, la multiplication, la division et l'exponentiation. De plus, des opérateurs complexes peuvent être attribués.
0	100.79999999999988	0.7739701271057129	en réalité être décomposés en ces derniers.	particulière. Certaines hypothèses s'appliquent également, comme dans les travaux précédents. Nous supposons que la précision des quantités est connue et nous ne considérons que des opérateurs de base tels que l'addition, la soustraction, la multiplication, la division et l'exponentiation. De plus, des opérateurs complexes peuvent en réalité être décomposés.
0	101.51999999999988	0.7912888526916504	base.	derniers.
0	102.23999999999988	0.5878615379333496	opérateurs de base.	base.
0	102.95999999999988	0.4070413112640381		base.
0	103.67999999999988	0.161574125289917		
0	104.39999999999988	0.7200884819030762	dans les travaux précédents. Nous supposons que la précision des quantités est connue et nous ne considérons que des opérateurs de base tels que l'addition, la soustraction, la multiplication, la division et l'exponentiation. De plus, des opérateurs complexes peuvent en réalité être décomposés en ces opérateurs de base. Les travaux précédents sur le problème de méthode	
0	105.11999999999988	0.7447404861450195	Les travaux précédents sur	dans les travaux précédents. Nous supposons que la précision des quantités est connue et nous ne considérons que des opérateurs de base tels que l'addition, la soustraction, la multiplication, la division et l'exponentiation. De plus, des opérateurs complexes peuvent en réalité être décomposés en ces opérateurs de base. Les travaux précédents sur le problème de méthode
0	105.83999999999988	0.6299772262573242		
0	106.55999999999987	0.6677885055541992	la résolution de problèmes de méthode peuvent en réalité être décomposés en ces opérateurs de base. Les travaux précédents sur la résolution de problèmes de méthode peuvent donc	
0	107.27999999999987	0.21804070472717285		en réalité être décomposés en ces opérateurs de base. Les travaux précédents sur la résolution de problèmes de méthode peuvent donc
0	107.99999999999987	0.4412095546722412		
0	108.71999999999987	0.6100544929504395	en	
0	109.43999999999987	0.8770644664764404	être catégorisés séquence.	en
0	110.15999999999987	0.8838043212890625	apprentissage séquentiel à séquentiel à	séquence.
0	110.87999999999987	0.7831439971923828	arbre.	séquentiel à
0	111.59999999999987	0.5125250816345215	séquence et apprentissage séquentiel à	arbre.
0	112.31999999999987	0.1587390899658203		
0	113.03999999999986	0.817298412322998	séquentiel	
0	113.75999999999986	0.8009929656982422	à	séquentiel
0	114.47999999999986	0.7719457149505615	séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence.	à
0	115.19999999999986	1.0061771869659424	Le modèle traditionnel la soustraction, la multiplication, la division et l'exponentiation. De plus, des opérateurs complexes peuvent en réalité être décomposés en ces opérateurs de base. Les travaux précédents sur la résolution de problèmes de méthode peuvent donc être catégorisés en apprentissage séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'exponentielle	séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence.
0	115.91999999999986	0.9410746097564697	séquence-à-séquence convertit une séquence.	la soustraction, la multiplication, la division et l'exponentiation. De plus, des opérateurs complexes peuvent en réalité être décomposés en ces opérateurs de base. Les travaux précédents sur la résolution de problèmes de méthode peuvent donc être catégorisés en apprentissage séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'exponentielle
0	116.63999999999986	0.725071907043457	l'expression en une séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique.	une séquence.
0	117.35999999999986	0.6441929340362549	séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique pour la génération.	et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique.
0	118.07999999999986	0.3145005702972412		séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique pour la génération.
0	118.79999999999986	0.6253025531768799	est connue et nous ne considérons que des opérateurs de base tels que l'addition, la soustraction, la multiplication, la division et l'exponentiation. De plus, des opérateurs complexes peuvent en réalité être décomposés en ces opérateurs de base. Les travaux précédents sur la résolution de problèmes de méthode peuvent donc être catégorisés en apprentissage séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique pour la génération. Et c'est assez simple.	
0	119.51999999999985	0.7547223567962646	Et c'est assez facile à implémenter.	est connue et nous ne considérons que des opérateurs de base tels que l'addition, la soustraction, la multiplication, la division et l'exponentiation. De plus, des opérateurs complexes peuvent en réalité être décomposés en ces opérateurs de base. Les travaux précédents sur la résolution de problèmes de méthode peuvent donc être catégorisés en apprentissage séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique pour la génération. Et c'est assez simple.
0	120.23999999999985	0.3515331745147705		
0	120.95999999999985	0.6226832866668701		facile à implémenter.
0	121.67999999999985	0.6473910808563232	Et il peut décomposés en ces opérateurs de base. Les travaux précédents sur la résolution de problèmes de méthode peuvent donc être catégorisés en apprentissage séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique pour la génération. Et c'est assez facile à implémenter. Et il peut généraliser à	
0	122.39999999999985	0.5607094764709473		décomposés en ces opérateurs de base. Les travaux précédents sur la résolution de problèmes de méthode peuvent donc être catégorisés en apprentissage séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique pour la génération. Et c'est assez facile à implémenter. Et il peut généraliser à
0	123.11999999999985	0.558912992477417		
0	123.83999999999985	0.5832905769348145	de nombreuses différentes	
0	124.55999999999985	0.5340132713317871	complexes peuvent en réalité être décomposés en ces opérateurs de base. Les travaux précédents sur la résolution de problèmes de méthode peuvent donc être catégorisés en apprentissage séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique pour la génération. Et c'est assez facile à implémenter. Et il peut généraliser à de nombreuses différentes situations complexes.	
0	125.27999999999984	0.5304355621337891		complexes peuvent en réalité être décomposés en ces opérateurs de base. Les travaux précédents sur la résolution de problèmes de méthode peuvent donc être catégorisés en apprentissage séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique pour la génération. Et c'est assez facile à implémenter. Et il peut généraliser à de nombreuses différentes situations complexes.
0	125.99999999999984	0.6910443305969238	problèmes complexes. problèmes de méthode peuvent donc être catégorisés en apprentissage séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique pour la génération. Et c'est assez facile à implémenter. Et il peut généraliser à de nombreuses différentes problèmes complexes. Mais le bémol	
0	126.71999999999984	0.7727899551391602	Mais précision des quantités est connue et nous ne considérons que des opérateurs de base tels que l'addition, la soustraction, la multiplication, la division et l'exponentiation. De plus, des opérateurs complexes peuvent en réalité être décomposés en ces opérateurs de base. Les travaux précédents sur la résolution de problèmes de méthode peuvent donc être catégorisés en apprentissage séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique pour la génération. Et c'est assez facile à implémenter. Et il peut généraliser à de nombreuses différentes problèmes complexes. Mais les inconvénients sont les performances.	problèmes de méthode peuvent donc être catégorisés en apprentissage séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique pour la génération. Et c'est assez facile à implémenter. Et il peut généraliser à de nombreuses différentes problèmes complexes. Mais le bémol
0	127.43999999999984	0.7596640586853027	les inconvénients précision des quantités est connue et nous ne considérons que des opérateurs de base tels que l'addition, la soustraction, la multiplication, la division et l'exponentiation. De plus, des opérateurs complexes peuvent en réalité être décomposés en ces opérateurs de base. Les travaux précédents sur la résolution de problèmes de méthode peuvent donc être catégorisés en apprentissage séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique pour la génération. Et c'est assez facile à implémenter. Et il peut généraliser à de nombreuses différentes problèmes complexes. Mais les inconvénients de la performance sont en fait	précision des quantités est connue et nous ne considérons que des opérateurs de base tels que l'addition, la soustraction, la multiplication, la division et l'exponentiation. De plus, des opérateurs complexes peuvent en réalité être décomposés en ces opérateurs de base. Les travaux précédents sur la résolution de problèmes de méthode peuvent donc être catégorisés en apprentissage séquentiel à séquence et apprentissage séquentiel à arbre. Le modèle traditionnel séquence-à-séquence convertit l'expression en une séquence spécifique pour la génération. Et c'est assez facile à implémenter. Et il peut généraliser à de nombreuses différentes problèmes complexes. Mais les inconvénients sont les performances.
