experiment	label	group	direction	metric	value	details	output_dir
pac_lacp064	PAC, LCP 0.64s	main	en-fr	p95_computation_time_s	0.972864	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-fr	max_computation_time_s	1.362551	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-fr	total_computation_time_s	3423.052246	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-fr	metrics_log_rtf	4.734362	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-pt	chunks	5328.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-pt	generated_tokens_total	13847.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-pt	deleted_tokens_total	6808.000000	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-pt	deletion_ratio	0.491659	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-pt	revision_step_rate	0.172673	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-pt	emission_step_rate	0.657658	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-pt	mean_computation_time_s	0.616915	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-pt	p50_computation_time_s	0.659256	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-pt	p95_computation_time_s	0.930918	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-pt	max_computation_time_s	1.394989	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-pt	total_computation_time_s	3286.923628	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp064	PAC, LCP 0.64s	main	en-pt	metrics_log_rtf	4.546085	metrics_log_diagnostics	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp064
pac_lacp072	PAC, LCP 0.72s	main	en-de	BLEU	28.7897	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	chrF	58.4557	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	COMET	0.7570	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	LongYAAL (CU)	1730.8539	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	LongAL (CU)	1756.4343	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	LongLAAL (CU)	1906.5492	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	LongAP (CU)	0.7051	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	LongDAL (CU)	2464.2773	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	LongYAAL (CA)	2397.3158	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	LongAL (CA)	2480.2391	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	LongLAAL (CA)	2614.8197	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	LongAP (CA)	0.8296	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	LongDAL (CA)	3246.8441	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	normalized_erasure	2.0660169757937754	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	real_time_factor	0.9369533493743898	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	chunks	4736	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	generated_tokens_total	19506	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	deleted_tokens_total	13144	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	deletion_ratio	0.6738439454526812	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	revision_step_rate	0.17229729729729729	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	emission_step_rate	0.6587837837837838	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	mean_computation_time_s	0.6741996351126078	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	p95_computation_time_s	1.0182507038116455	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	max_computation_time_s	1.4934356212615967	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	total_computation_time_s	3193.0094718933105	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-de	metrics_log_rtf	4.4161938802850695	simulstream.metrics.stats	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-fr	BLEU	37.9145	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-fr	chrF	63.6619	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-fr	COMET	0.6302	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-fr	LongYAAL (CU)	1755.5896	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-fr	LongAL (CU)	1779.0699	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-fr	LongLAAL (CU)	1900.5877	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-fr	LongAP (CU)	0.7294	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-fr	LongDAL (CU)	2452.8900	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
pac_lacp072	PAC, LCP 0.72s	main	en-fr	LongYAAL (CA)	2453.0073	OmniSTEval longform	/home/gemamol/tools/streaming_sfm/output/pac_experiments_wsize/pac_lacp072
